brewery,beer name,size,style,description from brewer,color,ABV,OG,FG,IBU,availability,calories,calories/serving size,ingredients,grains,Hops,yeast,other ingredients,distributor,item,upc,reg price,post off,net case price,unit price,deposit,suggested +20%,suggested +25%,suggested +30%,,,,
New Glarus Brewing Company,Totally Naked,,Lager,"Pure and crisp this is a beer with nothing to hide. Wisconsin two-row barley malt ensures a mellow and smooth body. We imported Noble Hop varieties from Germany and the Czech Republic to ensure a fine mature aroma with no coarse bitterness. \nExpect this beer to pour a delicate golden hue that sparkles in the summer sun. This lager is brewed using all natural ingredients with no artificial additives of any kind. Kick back, relax and enjoy the simple unadorned flavor. This is beer at its most basic.",,4.2,,,,summer,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Black Wheat,,Weiss,"Our Black Wheat arrives to relieve the bleak bore of Wisconsin's winter. Rich and chewy this bottle conditioned weiss is bursting with Midwestern wheat, oats, rye and finished by malted barley. This style is a rare gem even in the Black Forests of Bavaria. We brew it now as an accompaniment to meaty feasts or to sip near a roaring fire. \nExpect this beer to pour the deepest black body topped by an opulent head of lip smacking foam. Roasted chocolate and toasted caramel notes brim over the top. Lavish spice aromas of clove and cinnamon are promoted naturally by the yeast we import especially for this most individual of brews. While some find comfort in a familiar glass, this brew will satisfy the bold explorer who dares to be..",,5.75,,,,spring,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Yokel,,Unfiltered Lager,"Savor this creamy headed pint at your favorite escape. Here's to cards on the table, a juke box chewing coins, chalk on your cue, and your favorite brew washing down the perfect burger. \nThis is a whole beer straight from the tanks smooth unfiltered and without pretense. Wisconsin, German and England barleys and the finest Bavarian hops combine in classic German brewing methods. You are holding the freshest possible Wisconsin beer. \nExpect this beer to be comfortable, crisp and slightly cloudy. Enjoy our salute to every guy who finished his game and left the kids quarters on the table. Remember Buy Local, Drink Yokel.",,4.7,,,,summer,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Snowshoe Red Ale,,Red Ale,"Settle in with Wisconsin's Snowshoe Ale. This beer is brewed with a blend of American and German malts. A complicated decoction mash process ensures a rich malty flavor. We also infuse generous amounts of Yakima Golding and Bavarian Hallertau Hops to add a special note of warmth for your winter evening's enjoyment. \nExpect this beer to be a beautiful copper-red, with a fruity ale body and a spiced hop finish. Then sit back and rejoice in the season because it's these Wisconsin winters that keep the whiners out.",,5.35,,,,winter,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Unplugged Iced Barley Wine,,Barley Wine,"A few times a year we will cut Dan loose to brew whatever he chooses, uncensored, uncut, unplugged. Always handcrafted, the bottle you hold is brewed for the adventurous soul. This is a very limited edition and we make no promises to ever brew this style again. \nEnglish aristocracy flaunted their wealth saving barley wines for exclusive friends. Our Iced Barley Wine is an intense brew of 28.5 degrees Plato OG. Frozen in the cellars over a powerful twelve week fermentation. You hold an elegant riot of bittersweet sherry and dark fruit earthy notes. Warm and expansive it will fill your senses. Great for contemplative sipping now or lay down for an elegant occasion with friends.",,13.5,,,,limited,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Unplugged Old English Porter,,Brown Porter,"A few times a year we will cut Dan loose to brew whatever he chooses, uncensored, uncut, unplugged. Always handcrafted, the bottle you hold is brewed for the adventurous soul. This is a very limited edition and we make no promises to ever brew this style again. \nThis beer was inspired by the writings of Graham Wheeler, a noted English Beer Historian. \nMr. Wheeler describes the original Porters as: \n""... the least understood of the old British beers. The subject (of the Porter Beer Style) is complicated and confused because porter's heyday lasted from about 1700 to the pale ale revolution of the mid 1800's. During that time it passed through many transformations. Porter was simply a mixture of two brown beers. The only characteristic that set the porter apart from any other beer of the day was that porter was deliberately soured by adding a percentage of sour beer to freshly brewed beer. The original porters were not, as is commonly supposed, jet-black in colour, but a translucent brown. They had a rich, smoky flavor derived from the use of brown malt and a winey aftertang produced by the deliberate souring, highly regarded by Londoners."" \nOur interpretation is a Brown Porter based on the style popular in 1870's London. It was brewed with mostly floor malted English malts including the famed pale ale malt, Maris Otter. A touch of smoked malt produced by Briess Malting Company of Chilton Wisconsin was also used. Half of the batch went through a souring fermentation, in the traditional way, to promote the characteristic wine-like acidity. Lastly the beer was aged on wood to extract sweetness from toasted oak.",,5.5,,,,limited,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Unplugged Imperial Saison,,Saison,"A few times a year we will cut Dan loose to brew whatever he chooses, uncensored, uncut, unplugged. Always handcrafted, the bottle you hold is brewed for the adventurous soul. This is a very limited edition and we make no promises to ever brew this style again. \nOur Imperial Saison captured a bold celebratory shout of apricot and peach in a bottle. Both bright and bold this is a lively truly living beer. Bottle conditioned with rare Belgian yeast and soured to illuminate its copper hued body. Ginger and Grains of Paradise promiscuously dance with Styrian Golding hops. Wipe winter from your brow and enjoy now or attempt to resist its siren song and lay down in your cellar.",,8.7,,,,limited,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Hometown Blonde,,Pilsner,"Embrace a classic! Hometown Blonde is an Old World style pilsner, assertively hopped with four premium hop varieties. Tettnanger, Saaz, Styrian Golding and Strisselpalt varieties all grace this German-style brew with the complex character you enjoy in a classic pilsner. \nExpect to pour an elegant blonde glass of beer, crowned with a rich head of foam that resonates with our chorus of hops. Although delicate in appearance, our Hometown Blonde has a backbone, but of course in Wisconsin that is no surprise.",,4.8,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Road Slush Oatmeal Stout,,Oatmeal Stout,"This dark stout is a hearty and satisfying reward for those of us who embrace the frozen tundra. Uncut oatmeal fresh from Chilton, Wisconsin gives this stout a ""sink into it"" smoothness that slides you into its depth. Handcrafted English Chocolate malt and Wisconsin Victory malt combine to balance this robust ale. \nExpect this ale to pour a luxurious head over a rich black ruby body. The powerful malt bouquet will greet you as you tip this silky smoothness from your glass. Our Oatmeal Stout is handcrafted in the time honored traditions. Serve just above room temperature and relax - road construction season will soon return.",,6.2,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Copper Kettle Weiss,,Dunkel Weizen,"Warm reflective copper, it is the perfected hue of our dunkle weiss and our brewhouse. Dan traveled to Germany in search of the very special Bavarian Weiss yeast that defines this bottle-fermented brew. Copper Kettle Weiss is designed in the traditional style of a dark wheat beer. Rich malt flavors are accentuated through our complicated decoction mash and finally balanced with select Hallertau hops. This isn't our first brew from our copper kettles but it is one of our best.",,6,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Native Ale,,,"Indigenous (in dij' n s) adj. Existing or produced naturally in a region; belonging (to) as a native: Ex: New Glarus Native Ale. Naturally bold, dark and charming this ale is the ultimate drinkable brew. \nExpect this bier to pour an unfiltered, silken black smoothness that finishes refreshingly clean. Even if you weren't fortunate enough to be born here, never pass on your chance to drink with a classic Wisconsin native -- don't worry we're friendly. \nDrink Indigenous!",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Winter Warmer,,Scottish Ale,"Indulge in our heady scotch ale. This ""Winter Warmer"" is a celebration of roasted toffee notes wrapped in rich tawny tones and toasty palate. Two months in the making insures an incredible silky finish. \nScottish folklore tells that the first person to step over your threshold brings with them luck for the New Year. Simple gifts of coal for warmth, salt for prosperity and ale for joy symbolize the bearer's wishes.",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Tailwagger,,Barleywine,"Barley Wines are big beers! In fact this is the strongest beer we have ever brewed for our friends here in Wisconsin. This beer is ""malt accented"" so we searched the world and found the richest, most expensive barley varieties we could find. We bought the best barley available not only here in the United States but also in Belgium, Germany and Scotland. \nYou can thank Scottish farmers for growing Golden Promise barley because we used bushels of it in this beer to yield a full and rich flavor. We sourced hops from the United States and Germany but again turned to the UK for our signature hop, ""East Kent Golding"". This ale is fermented in this bottle and is suitable for laying down. It so strong that we guess it will continue to improve for years!",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Celtic Stout,,Stout,"Dan's old country relatives would be proud to tip a pint of himself's Celtic Stout. Hearty and satisfying this stout is brewed with 100% pure English floor malt, the finest stout malt in the world. The deep chocolate tones of the Maris Otter malt are accented by rare old world Alsatian Strisselspalter hops. \nExpect this ale to pour a creamy ivory head over an ebony rich body that is silky smooth. Notice the rich chocolate bouquet that is balanced by a spectrum of extravagant flavor. This ale is best served just above room temperature and tis certain to bring out the brogue in ye",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Apple Ale,,,"Apple Ale sings with the fresh crisp taste of Wisconsin Apples. Our Brewmaster begins with a brown ale base employing Wisconsin farmed wheat and a blend of Cortland, Macintosh and Jonathan apples. Our apple growing friends squeeze them especially for this brew. Expect this Ale to pour a beautiful copper color. The fresh bouquet of Apple will rise to meet you even before the glass touches your lips. So be sure to sip slowly and enjoy the fruits of a Wisconsin harvest.",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Edel Pils,,Pilsner,"Our little village brewery in New Glarus, Wisconsin is proud to offer to you Edel-Pils. This ""Noble-Pilsner"" is the creation of our brewmaster. He brought special yeast from Bavaria, combined it with Wisconsin barley and the finest Bavarian and American hops. Then employing traditional brewing methods, this Pilsner is finished with a long cold rest in our cellars. \nExpect this bier to be creamy and full-bodied with a smooth finish. It will complement any fine meal or friendly gathering. We took our time in brewing so that you might take your time enjoying",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Solstice,,Wheat,"The solstice heralds in summer. Solstice Weiss is gently brewed, in the time honored tradition, using 60% malted wheat and a triple fermentation. This is a true Bavarian style Weiss bier. ""Weiss"" means white in Bavaria, which refers to the yeast that remains in our unfiltered bier. Note the brilliant white froth and subdued golden hue. \nExpect this bier to have a soft champagne like quality, complemented by a wheat character that sparkles with fruity tones. We hope you enjoy our refreshing offering to soothe the summer's heat.",,5.75,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Dan's Best Bitter,,Bitter,"An English pint shared with good friends was the inspiration for our cask conditioned Best Bitter. Dan flew in yeast from England and chose premium British Maris Otter Pale Malt to be balance the classic English Golding Hops from East Kent. \nYou can expect to pour a lightly carbonated glass of rich amber ale, slightly cloudy and soft on the pallet with a pronounced dry hopped finish. \nSummer's end is fleeting here in Wisconsin so enjoy it while you may, before long both summer and our ale will be gone. So slow down, relax and savor the season.",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Norski Mai Bock,,Maibock,"Blonde bocks were first brewed as fest biers during May Day celebrations. Mai Bocks are traditionally pale in color and lightly hopped. Wisconsin and European barleys are joined together to create the heart of this intensely malty bier. Norski Honey Bock is accented with fresh clover honey harvested just over the hill from our little brewery. The Vikings of Norway also used honey in their strong brews. We have included Thor's Hammer on this label as a nod to our forbearers.\nExpect this bier to pour the deepest golden blonde body crowned with incredible creamy foam. The subtle bouquet is reminiscent of Old World Hallertau and Saaz Hops. Mai Bock is best served ice cold. Taste and enjoy Wisconsin's nectar.",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Cabin Fever,,Belgian Triple,"Long cold days bring us back home. Now is the season to move slowly and embrace early evenings with friends and family close. \nYou hold a triple to sip away the chill. Be certain to drink this ale slowly. Our Belgian style triple ale has an original gravity of 20? Plato and boasts a heady bouquet to balance the 28 I.B.Us of East Kent Golding and Saaz hops. The finish will linger with warm honey notes on your palette. Enjoy its pale golden color reminiscent of our summer sun. \nBecause one thing is certain about winter in Wisconsin; this too shall pass",,,,,28,retired,,,,,"East Kent Golding, Saaz ",,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Zwickel,,,"It is the custom of village breweries in Bavaria to invite special friends to the Brewmaster's cellars to share bier at its freshest, ""Zwickel Bier"" direct from lager tanks. Our Brewmaster has revived this tradition with his special offering. Straight from the tanks, unfiltered, this bier has undergone its third and final fermentation in the bottle in order to insure you the freshest possible lager bier. \nExpect this bier to be smooth, full-bodied, and slightly cloudy. The brewer's yeast imparts a mild, fresh character which is as close as you can get to brewery fresh. Unless, of course, you do come by and visit our little village Brewery here in New Glarus.",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,ALT,,Alt,"Saluting our continued survival on this planet we decided to go all out with New Glarus ALT. The Brilliant bronze body was cultivated in a three hour kettle boil of Caramel malts and Raw Turbinado Sugar. Aged in Oak in open top fermentors followed by a second round of bottle conditioning. \nA firm head of foam sweeps brisk hop notes of Syrian Golding and German Hallertau to your nose. A defiant anomaly tenacious and independent this is a flavor experience to relish.",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Uff-Da,,Bock,"Here is a Bock brewed to appease the Gods of Winter. Hearty and full-bodied this is a ""Big"" bier. Brewed in the Reinheitsgebot tradition, our Bock comes by its mahogany hue naturally. You can expect this bier to be complex and smooth with deep chocolate and coffee undertones, complementing the rich bouquet. No matter if you choose to enjoy our Bock before, during or after dinner, remember to serve at about 48°F. Because like many good things in life... the warmer Bock is, the sweeter it gets.",,6.75,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Unplugged Apple Ale,,,"Apple Ale sings with the fresh crisp taste of Wisconsin Apples. Our Brewmaster begins with a brown ale base employing Wisconsin farmed wheat and a blend of Cortland, Macintosh and Jonathan apples. Our apple growing friends squeeze them especially for this brew. Expect this Ale to pour a beautiful copper color. The fresh bouquet of Apple will rise to meet you even before the glass touches your lips. So be sure to sip slowly and enjoy the fruits of a Wisconsin harvest.",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Unplugged Berliner Weiss,,,"Napoleon hailed this tart beer style ""the Champagne of the North"". A lively and elegant masterpiece this Berliner Weiss is a kaleidoscope of fresh flavor. Barrel fermentation, Pinot Grigio, Riesling grapes and Wisconsin White Wheat are bottle fermented with five proprietary yeast strains. A connoisseur's rare jewel both spirited and subtle, Enjoy your sparking toast under summer stars.",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Unplugged Smoke on the Porter,,Smoked Porter,Smoke on the Porter began with our neighbors at Hoesly's Meats. Their smoke house aromas waft through our door creating a special kind of decadence that must be shared. Wisconsin barleys were generously cold smoked with apple wood by the Hoesly family. Brewmaster Dan then harnessed dark malts smoked in Bamberg to create a team that steps out as a creamy smooth black brew that will forever linger in your mind as Smoke on the Porter.,,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Unplugged Belgian Quadruple,,Quadruppel,"Inspired by the Trappist brewers of Belgium, our heavyweight Quadruple tips the O.G. scales at 25 degrees P. Master Brewer, Daniel Carey, sourced the Brett yeast that boldly frames this refined and complex strong ale. First coddled in our Oak lager tanks and then slowly matured in bourbon barrels. This is a bold beer that sips like a refined cordial of nutmeg, dried cherries and vanilla. Perfect for lying down or sipping by the fire tonight.",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Unplugged Smoked Rye Bock,,Bock,Rich imported malts are dominated by our Bamberg smoked malted barley as well as Wisconsin Rye. Special Bavarian Weiss beer yeast was imported to ferment this beer in the bottle. This is a big dark beer appropriate for lying down or drinking immediately.,,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Unplugged Imperial Stout,,Imperial Stout,"Fourth in our series this is Dan's ""Unplugged Imperial Stout."" This beer is handcrafted for you with the same care that English brewers used when they brewed Imperial Stouts for the Russian Royal Family. This is a strong beer brewed with lots of black barley. Back home that makes this beer an excellent candidate for lying down in your beer cellars.",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Unplugged Sour Brown Ale,,Sour Brown Ale,"Generally available to the exclusive few who travel off the beaten paths of Belgium this is a truly sour brown ale. A ridiculously long lager in our oak casks elevates rich round caramel malts backed with distinctly tart notes. Truly unique this ""Unplugged"" is brewed for those who enjoy big and complex beers, it is suitable for laying down or consuming immediately, serve at 40- 45 F.",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Unplugged Enigma,,,A complex and intriguing original. The mystery began with wild yeast spontaneously fermenting a rich of treasure of malted barley and whole cherries. Unlined Oak casks breathe deep vanilla hues and chords of smoke into this sour brown ale. Our Master Brewer has forged a smooth garnet tapestry that defies description. Wander off the beaten path.,,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Unplugged Bohemian Lager,,,"In 1985 before The Wall fell, and just after the birth of our youngest daughter, Dan followed his Siren's Call making the true Brewer's pilgrimage to the birthplace of modern beer; Pilsen. Inspired by the noble brew he scribbled notes; triple decoction, 100% Czech Moravian malt, fermentation in unlined oak tanks, generous amounts of Saaz Hops, Krausening and a three month ice cold lager. An elegant masterpiece of complexity lost to change in the Czech Republic. We resurrect and invest, by brewing without compromise, that exact Old World recipe and this is the brew - Bohemian Lager.",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Unplugged Imperial Weizen,,,"Do not waste time attempting to box this brew into some esoteric guide to styles. This is Dan's bold creation. His passion for unfiltered Weiss collides with Cascade hops inventing our Imperial Hefe-Weizen. Dry hopping boldly rules over Wisconsin red wheat and our special strain of Bavarian Weiss yeast. At almost 20 O.P. this is the super Mac daddy of Weiss beers. Decoction mashing was followed by excessive dry hopping to create a fierce onslaught of clove, cinnamon and citrus all in this living beer. Don't bother waiting to enjoy -- the time is now.",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Unplugged Bourbon Barrel Bock,,,"Sublimely elegant this toffee toned Bock is rich with a blend of Wisconsin and German barley malts. Over four months of resting in oak Bourbon Barrels gives this beer a wonderfully smooth body that will improve and mellow with age. Should you choose to enjoy this classic today you can expect a treasure of vanilla, oak and caramel notes to be bolstered by hops from France, Slovenia and Germany. Wild Brett yeast sings in harmony to the tune of Bock. 20?P OG makes this Bourbon Barrel a masterwork to remember.",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Unplugged Cherry Stout,,,"Seventh in our series, this is Dan's Gold Medal winning ""Unplugged Cherry Stout."" This ale is aged in Oak barrels to promote the spontaneous fermentation. Eight Wisconsin malted barleys combined with Wisconsin Montmorency Cherries make for a complex and sublime taste experience that you may never find again. Discover why Dan is repeatedly recognized as the Best Brewmaster in America.",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Unplugged Imperial IPA,,Imperial IPA,"Warning: Caution: Our Imperial IPA will smack you In-Your-Face. This is an aggressively hoppy IPA. An explosion of hops including East Kent Golding, Cascade, Tomahawk, Warrior and Chinook dominate this pale summer brew. IBU's delivered like you've never enjoyed before. Our Imperial IPA is alive with a bottle fermentation that catapults hop aromas to the front with bitter notes that will dance till dawn on your palate. Serve immediately at 45 degrees F.",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Unplugged UNPLUGGED,,Trippel,"Third in our ""Unplugged"" series is a Belgian Style Triple. This beer is handcrafted in the Monastic tradition and bottle fermented for a slightly dry finish. The incredibly complex layers of fruit and spice tones will sing on your palette. Those born with saintly patience might lay this beer down for a year or more, the rest of us will enjoy the bold smoothness of this Triple today.",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
New Glarus Brewing Company,Unplugged Eisbock,,,"The first of our ""Unplugged"" series of beers. This Eisbock was lagered a full year and then frozen to incomparable smoothness. This is a big and complex beer, suitable for laying down or consuming immediately, serve at 55º F.",,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
Kona Brewing Co.,Longboard Island Lager,,Lager,"Longboard Island Lager is a smooth refreshing lager fermented and aged for five weeks at cold temperatures to yield its exceptionally smooth flavor. A delicate, slightly spicy hop aroma complements the malty body of this beer.",,5,13.0,,25,year-round,,,,"pale, wheat","mt. Hood, hallertau, czech saaz",,,,,,,,,,,,,,,,,
Kona Brewing Co.,Big Wave Golden Ale,,Golden Ale,"Big Wave is a light golden ale with a subtle fruitiness and delicate hop aroma. A smooth, easy drinking refreshing ale. The lightly roasted honey malt contributes to the golden hue of this beer and also gives a slight sweetness that is balanced out by our special blend of hops.",,5.3,12.5,,20,year-round,,,,"pale, honey","northern brewer, willamette, hallertau",,,,,,,,,,,,,,,,,
Kona Brewing Co.,Fire Rock Pale Ale,,Pale Ale,"Fire Rock Pale Ale is a crisp, refreshing ""Hawaiian-style"" pale ale. Its signature copper color results from the unique blend of specialty roasted malts. The pronounced citrus-floral hop aroma comes from the liberal amounts of Galena, Cascade & Mt. Hood hops added to each brew.",,5.9,14,,38,year-round,,,,"pale, munich, honey","galena, cascade, mt. hood",,,,,,,,,,,,,,,,,
Kona Brewing Co.,Pipeline Porter,,Porter,"Pipeline Porter is smooth and dark with a distinctive roasty aroma and earthy complexity from its diverse blends of premium malted barley. This celebration of malt unites with freshly roasted 100% Kona coffee grown at Cornwell Estate on Hawaii's Big Island, lending a unique roasted aroma and flavor. A delicate blend of hops rounds out this palate-pleasing brew.",,5.4,13.5,,30,seasonal,,,,"pale, carapils, victory, caramel 80, extra special, chocolate malt, dark chocolate malt, roasted barley","warrior, millenium, horizon, perle",,,,,,,,,,,,,,,,,
Kona Brewing Co.,Wailua Wheat,,Wheat Ale,"Swimming in a fresh water pool at the base of a cascading waterfall is what we all imagine we would find in paradise. On Maui, follow the old Hana Highway and you will find such a place -- Wailua Falls. This plunging cascade of clear water is the inspiration for our Limited Release Wailua Wheat Ale. This golden, sun colored ale has a bright, citrusy flavor that comes from the tropical passion fruit we brew into each batch. Sit back, relax and enjoy paradise anytime.",,5.4,12,,15,seasonal,,,,"pale, wheat",hallertau,,,,,,,,,,,,,,,,,
Kona Brewing Co.,Black Sand Porter,,Porter,"Black Sand Porter is a robust, full bodied porter with pronounced bittersweet chocolate flavor and aroma from the diverse variety of malt used to brew this beer. The hops balance the the maltiness of this robust and roasty ale.",,6.8,15,,40,limited,,,,"pale, chocolate, munich, caramel, carapils, and black","centennial, northern brewer",,,,,,,,,,,,,,,,,
Kona Brewing Co.,Duke's Blonde Ale,,Blonde,"Dukes Draft Blonde Ale is a crisp, light and refreshing ale. An excellent warm weather midday quencher with a delicate touch of hops to balance the light maltiness.",,4.5,11.5,,18,limited,,,,"pale, wheat","cascade, willamette, hallertau",,,,,,,,,,,,,,,,,
Kona Brewing Co.,Lavaman Red Ale,,Red Ale,"Lavaman Red Ale is a malty, red ale with strong caramel notes and a subtle chocolate malt flavor. The pronounced maltiness is balanced by the delicate blend of Pacific Northwest hops resulting in a smooth, full-bodied beer.",,5.6,13.5,,30,limited,,,,"pale, munich, honey, caramel, chocolate","cascade, mt. hood, hallertau",,,,,,,,,,,,,,,,,
Kona Brewing Co.,Castaway IPA,,India Pale Ale,"A full-bodied, American-Style I.P.A. that is bronze in color, Castaway IPA is ""dry hopped"" (aged with liberal amounts of whole hop flowers after fermentation) for assertive hop flavor and aroma. The bitterness is balanced by the malty body of the beer.",,7,16,,65,limited,,,,"pale, munich, caramel","northern brewer, cascade, centannial",,,,,,,,,,,,,,,,,
Kona Brewing Co.,Hula Hefeweizen,,Hefeweizen,Hula Hefeweizen is a traditional Bavarian-style weissbier that is medium to full bodied with a pronounced banana / herbal flavor and aroma. This unique flavor profile is a result of the special type of yeast strain used to brew this beer.,,5.6,12.8,,18,limited,,,,"pale, wheat, munich, carapils","tettnang, hallertau",,,,,,,,,,,,,,,,,
Firestone Walker Brewing Company,DBA (Double Barrel Ale),,English Bitter,A British Pale Ale never tasted so fresh. We challenge our good friends across the pond to match this one. Can't be done. We've honored the traditions of the great British Pale brewers of Burton-on-Trent using our patented Firestone Union oak barrels. You're left with a mild blend of vanilla and toasted oak flavor touched with an elegant hint of English noble hops. DBA is the flagship of our company and wildly popular.,,5,,,32,year-round,,,,"Premium 2-row, maris otter pale, munich, crystal, chocolate","Magnum, Styrian Golding, East Kent Golding, ",,,,,,,,,,,,,,,,,
Firestone Walker Brewing Company,Pale 31 (California Pale Ale),,American Pale Ale,One of the most award-winning American style pale ales in the country. This is the American beer style that started a revolution in taste. We've taken the classic British pale ale and elevated it with a wonderful dose of northwest American hops. A crisp floral hop aroma precedes a medium-bodied clean finishing ale.,,4.6,,,38,year-round,,,,"Premium 2-row, maris otter pale, munich, crystal","fuggles, cascade, centennial, chinook",,,,,,,,,,,,,,,,,
Firestone Walker Brewing Company,Union Jack,,India Pale Ale,"The newest member of the Firestone family, Union Jack is the aggressive IPA that you've been searching for. Citrus, pineapple, and a full chewy malt profile finish clean on your palate. Over 70 IBUs and 7.5% alcohol by volume, Union Jack won't have any problem competing with the big India Pale Ales. A beer true to its origins; deeply hopped and bolstered for a long voyage.",,7.5,,,72,year-round,,,,"Premium 2-row, Metcalf, Kendall, Munich, Cara Pils, Simpson's Light Crystal","Warrior, Simcoe, Cascade, Centennial, Amarillo, Cascade, Centennial, Chinook",,,,,,,,,,,,,,,,,
Firestone Walker Brewing Company,Walker's Reserve,,Porter,,,,,,,year-round,,,,,,,,,,,,,,,,,,,,,,
Firestone Walker Brewing Company,Abacus,,Barleywine,"Abacus is a barrel aged Barley Wine.  Four barrels in total were selected for the blend.  The base of this year's o? ering was aged in Heaven Hill bourbon barrels for 3 years!  The resulting beer is strong yet extremely elegant and smooth.  Big boozy bourbon and American oak aromas combined with soft chocolate malty undertones.  Complex malt ﬂavors framed in oak, with hints of dark chocolate, vanilla, tobacco, coconut and just a touch of dark cherry.  Th is is deﬁ nitely a sipping beer, best served in a brandy snifter.  Abacus pairs well with dark chocolate and sturdy cheeses. ",,12,24,,24.6,limited,,,,"Munton's Pale, Crisp Maris Otter Pale, Munich, Dark and Light Crystal, Chocolate","Bravo, East Kent Golding",,,,,,,,,,,,,,,,,
Firestone Walker Brewing Company,Quercus Alba X,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,
Firestone Walker Brewing Company,Quercus Alba XI,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,
Firestone Walker Brewing Company,Quercus Alba XII,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,
Firestone Walker Brewing Company,Quercus Alba XIII,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,
Firestone Walker Brewing Company,Lil Opal,,Belgian Wheat,"his year we decided to have a lil fun and brewed a ""lil beer'"" with the second runnings from a wheat wine we brewed. Belgian Saison yeast contributes fruity soft character to this summer seasonal release. Lil Opal has already received much praise, but don't expect to see much of it as it as we only made a lil. ",,3.8,,,15,limited,,,,"Premium 2-row, wheat, torrified wheat",saaz,,,,,,,,,,,,,,,,,
Firestone Walker Brewing Company,Double Jack,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,
Firestone Walker Brewing Company,Oaktoberfest,,German Marzen,"Oaktoberfest is a true German Marzen bier brewed with premium imported Pilsner and Vienna malts and is spiced with Bavarian hop from the mother land. Light Amber in color, soft malty profile, full bodied lager beer. Fermented with the famous Bavarian Augustiner Lager yeast from Munich. We utilized German Hallertauer Traditions for both bittering and aroma additions adding a rich, noble hop presence to this beer. ",,5.0,,,24,limited,,,,"Weyerman Pilsner Malt, Weyermann and Durst Vienna Malts, Munich, Cara-Hell, Cara-Red",Hallertau,,,,,,,,,,,,,,,,,
Firestone Walker Brewing Company,Velvet Merkin,,Oatmeal Stout,,,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
Firestone Walker Brewing Company,Big Opal,,Wheat Wine,"Big Opal is a hearty wheat wine brewed for our anniversayr barrel-aging program. You will most likely see this blended into ""Twelve"" later this year. A hefty malt bill drives the alcohol over 9% and a blend of our House Ale yeast and Humboldt yeast adds to the complexity.",,9.5,,,45,limited,,,,"Premium 2-row, Wheat, Torrified Wheat, Honey Malt, Honey",Saaz,,,,,,,,,,,,,,,,,
